,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0,1,-0.00710175083701485,-1.4955048083344624,2.811540991063905,2.2584456435043343,1.6115820115188542,-1.2819615087017193,1.856293037207657,0.036156546226188385,-1.6143340041131948,0.10385205472331611,2.6635144574254643,-0.5949689033505756,-1.0088410516053772,-1.2056323880324054,-0.3891137167240508,-0.31512496125201184,1.4384599793352388,-2.064359275880014,0.738342737863527,0.003931032567687592
1,2,0.0777810417425211,0.9501239135627736,2.6914515069139457,2.2442974888373883,0.8979163829699361,1.0994464156977866,2.516375209010577,-0.8768491083167197,-1.480020543115917,1.0006738418534393,-1.0374247815671296,0.3899399306605227,1.7665552212077391,-0.5986855660199497,-0.07937803394496254,0.21967408493362897,-0.35772106863201536,-0.206544028708575,-0.039062302068482685,0.5458996773978572
2,3,0.3983576251814641,2.788386416143502,-1.482002724207908,4.571134099811826,0.7953215372458743,0.5026731455311654,1.510248872554007,3.9334495731175676,0.30204507788445367,-1.0917605246987256,1.2719389681858002,1.3672880299116423,0.5654212208784374,0.8872169669994869,-0.7296934583070346,-1.8009528174884086,-0.7232579215509412,-1.1031362163543355,-3.9436801377541966,0.5684506612030283
3,3,0.22939878234961947,0.16744756729319268,0.4725390726762301,2.0713651124464056,-0.7717867769589235,1.77610963740415,2.55129977202611,0.7099255894289419,-1.281920136275097,0.523349966249172,1.0063602702560237,1.3871855813268927,0.30279253015747604,-1.2650263320909805,-1.399969793071595,-0.14247569909264177,-1.3551943258803338,0.3754092394400079,0.3123776113718367,0.30145833974473596
4,3,-0.3256264601833698,0.8100592920190618,-0.4931111103004112,0.3194341080474796,-0.4988353403436774,-0.6678390766270804,-1.0944358655731,-0.32985270258829524,-0.3546759120834292,-1.458623357604976,0.27091256239659267,-1.9039817733777218,0.7603118819960675,0.8878873900578788,-4.670985546623674,-0.6631051108176921,0.15364195280947762,2.4010995244198905,-1.8620102131720966,-0.20759669653722565
5,3,0.7115681677904048,-0.8452091036574658,0.8694549206201081,2.0581737410436007,0.8248971900641533,1.466588707248961,0.5572260599101168,0.4755654097346348,0.41041582300296964,0.9195867434143085,-1.3843873420995279,0.6450233998717613,-0.08532767500836133,0.6603735730309535,1.1143405543707567,-0.18384202502642907,1.6881551114530098,0.596725577693734,-1.4842080098559176,-1.851188158106022
6,3,0.9118585834588522,-1.0839397126654693,-0.6431512892171135,-0.8435461904989204,1.2328808807942258,-1.2162302257555744,-2.5154569411851293,0.08886557145280741,-0.11997929714012137,0.5402366974712519,-0.16140194157190582,0.761724105222334,-1.1372842237605334,1.037854399256831,-0.7530440646477911,-0.8750455693827552,1.411792026634772,1.1708233704404412,-1.7889199289650501,2.198594602509543
7,3,-0.5775089450303309,0.5197583231129326,-1.8938900544578252,3.5552499746101107,0.320697353063236,-1.2995218535875208,-1.5995268312629825,0.9961248898630014,-0.8624525432350185,-1.5958048306200623,1.8008548888480993,-1.5006129570470617,2.589567936343739,0.7397183660019517,-2.3633399290977795,0.49715440047940807,-1.8552071734566415,-1.6115577448521998,-1.7513382915138223,-0.8019026613277984
8,2,-0.4279625986087324,3.1915049854010187,-2.0937420571248992,2.6234648289806675,-1.331196126815655,0.27772371899485304,-1.5488185873619287,4.953756573527221,0.3356190057129298,0.26193432280465456,-1.4653113515822058,-0.6041392596732875,0.00450453313747308,0.8778897531873899,-1.5678679395935347,0.3005462274612334,-0.2127736717686083,0.6883638991053153,-3.881706026228426,1.1244009881478998
9,0,1.0130950318084508,1.8892821768613992,1.116976513123312,1.521323418122469,0.8557741325958732,-0.14864011317512346,1.5669296195524152,0.4388857799681396,2.1611731269558785,1.2039303391106662,0.7423038858791321,-0.36587792155689114,-0.9597676604757653,-0.1329703574618178,1.7915064425643998,-0.5750616047618825,1.4052381929940867,0.540391087697661,-1.8302820698077285,-1.4977091821316388
10,2,-0.2882646841845632,-1.8511119797840614,2.1140636549814573,-0.012517256897675771,-0.3355762849357081,1.0773881592301926,1.8662384713181803,-0.24070486661781307,-0.3334170378424204,-0.34068463406728133,-0.7247673080326712,1.4737154816190992,0.6746273415935939,0.4007653750623973,0.48044023845312755,-0.8477483644852601,0.10341866425504999,-1.9294559156063271,1.9350839395150787,0.41624105861687744
11,3,1.0434081160655244,3.4199499613175957,-0.3559783720094375,4.136634416491162,-1.7715737283722035,0.6789536630484706,2.156073744025329,4.8594659121269785,-0.7543343413953871,-1.9553548031731562,-1.8893168587294347,1.1943907964153522,0.6504665428082314,1.3606284756263491,1.4908215819915696,-2.2758060621144334,1.240780342216171,0.37300522423043825,-5.295830461239872,0.0018245334438419664
12,2,0.5457222813132814,-0.28135818188298756,0.8960236428021989,1.216694773538931,-0.06268419014499088,0.4092672776959676,-2.7398690928652645,0.5623351631980763,1.5385359574845348,0.4361408266619934,1.8740464770082081,0.06109823906278967,1.1581163575083862,-0.3260120991530667,3.508413754456355,-1.9656314671336768,-0.2802967796588075,-2.7731532363459137,-3.8764238041774695,-0.17263281271623374
13,1,2.601758084102481,-1.6984172946662142,2.6729429146246013,2.9905691665951197,-0.10611864859607395,1.4315680063485576,0.08528493965576114,-1.9338678189208554,-0.4611254563321979,0.9790435618438846,1.2177775123704084,1.2449597724123662,0.3910583032071733,1.1263240028125237,-2.576517775493954,-1.4634830226181408,0.3817914415620761,0.7059541001500503,-2.680169356332087,1.4799097858184145
14,0,-1.8343923323732925,1.2693903501767967,1.2067743536461277,-1.3920657277230726,-0.4785276669926174,-1.2214048414378236,1.3500825107933336,1.2797870014784678,1.2071943496566038,-1.2523253801073941,1.5872559846565,0.7897752725398037,-0.08411123622435424,-0.45529803324966567,-1.5333047145200063,2.627200966518247,1.5619098876337207,1.144362834045102,3.2797944462163193,-1.1358473977940902
15,0,-0.38427477786573083,-0.3560982003487817,-1.0373648480035507,1.4741805229564218,1.1308507555577225,-1.5009479629034184,-2.7169245860357067,0.49079730680611244,-1.0371104849722532,1.0882642208625137,-0.7579590934576258,0.27846665001804033,0.3134297491176457,0.24475121725305424,-1.847568267748914,-0.9219726527712703,0.4856065129530096,-0.9879901593512016,-2.542477332940131,-0.007409426792957197
16,2,0.2168403832936082,1.6373270452997262,2.229754676520263,1.7138900744795262,-1.2233389687543537,0.3119670620124214,1.1407159510094331,-1.7910188984503095,0.6875860862852209,-0.5497060415092462,0.4295808584070614,1.940742212692649,-0.6816573819696014,-0.37855319446354074,2.6418120989106852,1.459408614802641,-1.2667867264807042,-4.187112865714287,1.7568117936853407,-0.8038938456103875
17,1,-0.3136651930494915,-1.8323405103462225,-1.176937739230921,3.1385699503801043,-1.3844275224909834,0.9307199185013677,-3.008528799733431,-1.3300022923982016,0.1336440938644159,-1.1593471883715607,0.19930955465021455,-0.9046774516047674,0.3308440780633972,0.2856410754527027,-0.5789336551704171,5.8839676200045306,-1.925880802620501,2.8084871566453393,0.5386930639073219,0.8181375811134832
18,2,0.15036484189082777,-0.020258805301152177,4.05073272809813,-1.8963555254906121,0.08810542699820818,0.6623719097110555,3.997730697201029,-0.894287942060161,-0.41310850917831665,-0.8645830079255079,0.7253368071278538,-1.5472655899055814,-0.32885048794298655,-0.930723058884337,1.9835251513954377,1.0435918140261138,0.19055561645901192,2.03817853191872,3.2205585287291734,-0.4348987723773964
19,2,-1.0335734049104082,-0.8904083291056807,-2.6983106026922936,4.662733877520033,-0.4278451872541713,0.7810821237876651,-1.107985764329937,-1.782449861391871,-1.8310905524585583,-1.0294216659206803,0.27994890086303775,0.9354271817559907,-0.25816540271629806,0.5889481279502188,0.38635884091542316,-3.4829082319098674,1.6420987686671782,-0.7059831870915985,-5.611986426017431,-1.0655179716585983
20,0,-1.65462760272978,0.3169289327039727,1.677364150077263,2.1388606143049915,0.5784336339635772,0.9499114919995095,2.958883080393184,2.8100951375020973,-1.1561624694922408,-1.5981665776963172,0.19402824816657321,0.20124466017386683,-1.263218372108013,-0.18883018399003418,1.9024870492665489,0.04238664600609579,0.5126578731476953,2.1393098443072915,-1.333283377808487,0.8494349702762429
21,0,0.6803275151293539,0.593076931113603,2.0430802035628925,1.4852133015713473,-0.44493595816004794,-0.6033950307147289,3.1080764673169354,3.183411454962994,-1.0195521564510592,0.18784037580768514,-1.4936491625103379,-0.06097190859678567,-0.2766624476546281,-0.7944179661289167,1.5458789978750664,-0.038663666859443196,2.0434138676403117,2.821212781635358,-1.3125174108782667,1.3619973383736674
